type_indicator,ex_name,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method,group_policy_portion_settings,group_policy_priority
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,33,10.4335,22.75636363636364,4.828749999999999,11.992401960784314,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,33,5.333333333333333,4.636363636363637,5.5,5.215686274509804,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,33,4.266666666666667,3.727272727272727,4.5,4.196078431372549,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,33,,,,203.9013460415866,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,33,,,,331.0,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,34,10.540444444444445,29.348181818181818,7.166,13.935359477124184,3,6,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,34,3.333333333333333,2.5454545454545454,3.8,3.2549019607843137,3,6,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,34,2.833333333333333,2.1818181818181817,2.7,2.6666666666666665,3,6,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,34,,,,221.4114472019308,3,6,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,34,,,,328.0,3,6,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,35,10.938944444444443,26.29181818181818,7.70975,13.61717320261438,3,9,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,35,2.9,2.4545454545454546,3.2,2.862745098039216,3,9,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,35,2.2333333333333334,1.818181818181818,3.1,2.313725490196078,3,9,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,35,,,,218.3945562385194,3,9,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,35,,,,333.0,3,9,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,36,11.036111111111111,17.775454545454547,4.041,11.118104575163398,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,36,3.6666666666666665,3.5454545454545454,5.3,3.9607843137254894,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,36,2.2666666666666666,2.272727272727273,2.8,2.372549019607843,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,36,,,,177.73174205006617,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,36,,,,313.0,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,37,11.070555555555556,14.441818181818183,4.84925,10.57782679738562,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,37,3.5,4.363636363636363,3.8,3.7450980392156863,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,37,2.8666666666666667,3.1818181818181817,3.5,3.0588235294117645,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,37,,,,157.67125280714683,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,37,,,,254.0,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,38,11.555666666666664,22.227272727272727,5.9275,12.753823529411765,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,38,3.566666666666667,3.727272727272727,4.1,3.7058823529411766,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,38,2.2333333333333334,2.5454545454545454,1.7,2.196078431372549,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,38,,,,195.0890238882481,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
Rop,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,38,,,,292.0,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,39,9.811666666666667,21.225454545454543,9.387,12.190196078431374,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,39,4.066666666666666,3.727272727272727,2.7,3.725490196078432,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,39,1.8666666666666667,2.5454545454545454,1.3,1.9019607843137252,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,39,,,,181.21382161188004,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
Rop,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,39,,,,244.0,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,40,10.507666666666667,19.27909090909091,7.290000000000001,11.768627450980391,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,40,3.5,4.181818181818182,4.1,3.764705882352941,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,40,2.6333333333333333,2.272727272727273,1.8,2.392156862745098,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_housesize,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,40,,,,186.17900988081504,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_housesize,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,40,,,,245.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,41,10.439277777777775,23.35272727272727,5.2735,12.211633986928105,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,41,3.8666666666666663,4.090909090909091,4.5,4.03921568627451,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,41,2.1333333333333333,2.090909090909091,1.8,2.0588235294117645,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_housesize,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,41,,,,204.08236061984704,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_housesize,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,41,,,,307.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_house_area,optimized_task_config_4,42,7.476166666666666,34.373636363636365,5.9475,12.977843137254904,3,10,6,1,8,1,10,3,kwaitlist,1.2,ver1,priority,multi_list,3,house_type,,False
mean_wait_turn,optimized_task_config_4,42,4.566666666666666,1.6363636363636365,4.5,3.92156862745098,3,10,6,1,8,1,10,3,kwaitlist,1.2,ver1,priority,multi_list,3,house_type,,False
mean_idle_wait_turn,optimized_task_config_4,42,3.9,1.0,4.3,3.3529411764705883,3,10,6,1,8,1,10,3,kwaitlist,1.2,ver1,priority,multi_list,3,house_type,,False
var_mean_house_area,optimized_task_config_4,42,,,,264.1929836921698,3,10,6,1,8,1,10,3,kwaitlist,1.2,ver1,priority,multi_list,3,house_type,,False
Rop,optimized_task_config_4,42,,,,368.0,3,10,6,1,8,1,10,3,kwaitlist,1.2,ver1,priority,multi_list,3,house_type,,False
mean_house_area,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,43,11.324166666666668,26.811818181818182,8.42825,14.20998299319728,3,7,6,1,8,1,10,3,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,43,2.071428571428572,1.9090909090909087,2.5,2.122448979591837,3,7,6,1,8,1,10,3,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,43,1.5714285714285714,1.181818181818182,1.3,1.4285714285714286,3,7,6,1,8,1,10,3,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,43,,,,219.4579815898468,3,7,6,1,8,1,10,3,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,43,,,,285.0,3,7,6,1,8,1,10,3,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_house_area,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,44,15.39782608695652,32.313,6.365277777777777,17.48970238095238,3,6,6,1,8,1,10,3,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,44,1.9130434782608696,1.5,2.333333333333333,1.9047619047619049,3,6,6,1,8,1,10,3,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,44,1.391304347826087,1.0,1.7777777777777777,1.380952380952381,3,6,6,1,8,1,10,3,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,44,,,,224.95629278510012,3,6,6,1,8,1,10,3,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.8_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,44,,,,258.0,3,6,6,1,8,1,10,3,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,45,12.015555555555556,27.37090909090909,5.9385,14.135915032679735,3,7,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,2,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,45,3.1666666666666665,2.909090909090909,4.5,3.372549019607843,3,7,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,2,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,45,2.6,2.0,3.2,2.588235294117647,3,7,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,2,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,45,,,,228.6332793370071,3,7,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,2,house_type,,
Rop,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,45,,,,366.0,3,7,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,2,house_type,,
mean_house_area,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,46,9.402166666666666,17.382727272727273,9.69475,11.180833333333332,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,[1],
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,46,3.3666666666666667,4.454545454545454,2.9,3.5098039215686274,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,[1],
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,46,2.5,2.5454545454545454,2.7,2.549019607843137,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,[1],
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,46,,,,162.54435590958605,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,[1],
Rop,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,46,,,,234.0,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,[1],
mean_house_area,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,47,10.12561111111111,27.389090909090907,6.032500000000001,13.04653594771242,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,[1],
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,47,3.4,3.1818181818181817,4.3,3.5294117647058822,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,[1],
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,47,2.3,2.1818181818181817,2.0,2.215686274509804,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,[1],
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,47,,,,218.9769795036097,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,[1],
Rop,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,47,,,,306.0,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,[1],
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_housing_points_8t_6h(step_num(t1_h1))_p#housetype_choose2,48,10.718277777777775,22.63636363636364,8.7025,12.893594771241832,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,housing_points,house_type,2,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_housing_points_8t_6h(step_num(t1_h1))_p#housetype_choose2,48,2.1666666666666665,3.0,2.6,2.431372549019608,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,housing_points,house_type,2,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_housing_points_8t_6h(step_num(t1_h1))_p#housetype_choose2,48,2.1333333333333333,2.272727272727273,2.3,2.196078431372549,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,housing_points,house_type,2,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_housing_points_8t_6h(step_num(t1_h1))_p#housetype_choose2,48,,,,191.7524247682516,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,housing_points,house_type,2,house_type,,
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_housing_points_8t_6h(step_num(t1_h1))_p#housetype_choose2,48,,,,262.0,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,housing_points,house_type,2,house_type,,
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_housing_points_8t_6h(step_num(t1_h1))_p#housetype_choose2,49,11.857321428571428,27.217272727272725,7.823749999999999,14.482295918367347,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,housing_points,house_type,2,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_housing_points_8t_6h(step_num(t1_h1))_p#housetype_choose2,49,2.1785714285714284,1.6363636363636365,2.1,2.0408163265306123,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,housing_points,house_type,2,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_housing_points_8t_6h(step_num(t1_h1))_p#housetype_choose2,49,1.75,1.6363636363636365,2.1,1.7959183673469388,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,housing_points,house_type,2,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_housing_points_8t_6h(step_num(t1_h1))_p#housetype_choose2,49,,,,231.7478181556296,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,housing_points,house_type,2,house_type,,
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_housing_points_8t_6h(step_num(t1_h1))_p#housetype_choose2,49,,,,334.0,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,housing_points,house_type,2,house_type,,
mean_house_area,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,50,10.28036231884058,36.585,11.00611111111111,16.698888888888888,3,6,6,1,8,1,10,2,kwaitlist,2.1,ver2,base,house_type,2,house_type,,
mean_wait_turn,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,50,2.0434782608695654,1.3,1.7777777777777777,1.809523809523809,3,6,6,1,8,1,10,2,kwaitlist,2.1,ver2,base,house_type,2,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,50,1.3478260869565215,1.0,1.4444444444444444,1.2857142857142858,3,6,6,1,8,1,10,2,kwaitlist,2.1,ver2,base,house_type,2,house_type,,
var_mean_house_area,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,50,,,,229.23100947971776,3,6,6,1,8,1,10,2,kwaitlist,2.1,ver2,base,house_type,2,house_type,,
Rop,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,50,,,,188.0,3,6,6,1,8,1,10,2,kwaitlist,2.1,ver2,base,house_type,2,house_type,,
mean_house_area,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,51,16.031594202898553,27.843,6.267777777777777,16.7515873015873,3,6,6,1,8,1,10,2,kwaitlist,2.1,ver2,base,house_type,2,house_type,,
mean_wait_turn,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,51,1.608695652173913,1.7,2.333333333333333,1.7857142857142858,3,6,6,1,8,1,10,2,kwaitlist,2.1,ver2,base,house_type,2,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,51,1.434782608695652,1.0,2.333333333333333,1.5238095238095235,3,6,6,1,8,1,10,2,kwaitlist,2.1,ver2,base,house_type,2,house_type,,
var_mean_house_area,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,51,,,,204.89814073444197,3,6,6,1,8,1,10,2,kwaitlist,2.1,ver2,base,house_type,2,house_type,,
Rop,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,51,,,,237.0,3,6,6,1,8,1,10,2,kwaitlist,2.1,ver2,base,house_type,2,house_type,,
mean_house_area,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,52,12.339777777777778,25.857272727272733,4.131,13.64575163398693,3,10,6,1,8,1,10,3,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,52,3.7666666666666666,3.0,4.9,3.823529411764706,3,10,6,1,8,1,10,3,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,52,2.7333333333333334,2.909090909090909,2.3,2.6862745098039214,3,10,6,1,8,1,10,3,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,52,,,,218.96085700585243,3,10,6,1,8,1,10,3,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,52,,,,361.0,3,10,6,1,8,1,10,3,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_house_area,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,53,9.722888888888887,29.89363636363636,4.1985,12.990228758169934,3,9,6,1,8,1,10,3,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,53,4.0,2.363636363636364,5.0,3.843137254901961,3,9,6,1,8,1,10,3,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,53,3.8333333333333335,1.818181818181818,3.6,3.3529411764705883,3,9,6,1,8,1,10,3,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,53,,,,235.94530218078515,3,9,6,1,8,1,10,3,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,53,,,,382.0,3,9,6,1,8,1,10,3,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
