type_indicator,ex_name,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method,group_policy_portion_settings,group_policy_priority
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,75,10.047277777777778,32.19,7.055,14.236437908496733,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,75,2.533333333333333,2.272727272727273,2.9,2.549019607843137,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,75,2.1666666666666665,1.5454545454545454,2.7,2.1372549019607843,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,75,,,,251.887737039173,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,75,,,,353.0,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,
mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,76,9.384777777777776,22.797272727272727,8.6435,12.132320261437911,1,10,3,3,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,76,5.366666666666666,5.0,4.6,5.137254901960785,1,10,3,3,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,76,3.7666666666666666,3.4545454545454546,4.0,3.7450980392156863,1,10,3,3,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,76,,,,197.7621038211798,1,10,3,3,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,76,,,,281.0,1,10,3,3,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,77,10.56,24.071818181818184,4.106,12.208823529411768,1,10,3,3,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,77,4.7,5.2727272727272725,6.5,5.176470588235294,1,10,3,3,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,77,3.7666666666666666,3.4545454545454546,4.0,3.7450980392156863,1,10,3,3,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,77,,,,223.93048543508905,1,10,3,3,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,77,,,,331.0,1,10,3,3,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,78,15.093260869565215,27.218,7.583055555555556,16.370773809523808,3,6,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,78,1.826086956521739,1.6,1.8888888888888888,1.7857142857142858,3,6,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,78,1.608695652173913,1.4,1.6666666666666667,1.5714285714285714,3,6,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,78,,,,196.2627355950019,3,6,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,78,,,,210.0,3,6,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,79,10.08452380952381,30.15818181818182,8.72975,14.31437074829932,3,7,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,79,2.0,2.090909090909091,2.2,2.061224489795918,3,7,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,79,1.6785714285714286,1.2727272727272727,1.6,1.5714285714285714,3,7,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,79,,,,224.96698385857744,3,7,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,79,,,,271.0,3,7,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,3,house_type,,
mean_house_area,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,80,12.944347826086958,32.155,9.285833333333334,16.73434523809524,3,6,6,1,8,1,10,2,kwaitlist,2.1,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,80,1.8695652173913044,1.4,1.7777777777777777,1.738095238095238,3,6,6,1,8,1,10,2,kwaitlist,2.1,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,80,1.434782608695652,1.0,1.4444444444444444,1.3333333333333333,3,6,6,1,8,1,10,2,kwaitlist,2.1,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,80,,,,213.25129760369427,3,6,6,1,8,1,10,2,kwaitlist,2.1,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,80,,,,206.0,3,6,6,1,8,1,10,2,kwaitlist,2.1,ver2,priority,house_type,3,house_type,,
mean_house_area,optimized_task_config_10,81,3.2266666666666666,10.972727272727273,6.965999999999999,5.630588235294117,3,10,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,2,portion_rentmoney,,False
mean_wait_turn,optimized_task_config_10,81,5.3,4.363636363636363,3.8,4.803921568627451,3,10,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,2,portion_rentmoney,,False
mean_idle_wait_turn,optimized_task_config_10,81,2.1666666666666665,3.5454545454545454,1.4,2.313725490196078,3,10,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,2,portion_rentmoney,,False
var_mean_house_area,optimized_task_config_10,81,,,,121.34560924003584,3,10,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,2,portion_rentmoney,,False
Rop,optimized_task_config_10,81,,,,158.0,3,10,6,1,8,1,10,2,kwaitlist,1.5,ver2,priority,house_type,2,portion_rentmoney,,False
mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,82,11.698222222222222,21.434545454545454,5.636,12.609542483660132,1,10,3,2,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,82,4.2,4.636363636363637,5.4,4.529411764705882,1,10,3,2,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,82,3.033333333333333,2.272727272727273,2.9,2.843137254901961,1,10,3,2,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,82,,,,188.2974855205263,1,10,3,2,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,82,,,,293.0,1,10,3,2,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,83,10.834444444444443,22.21090909090909,5.169,12.177320261437908,1,10,3,2,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,83,4.433333333333334,4.2727272727272725,5.7,4.647058823529412,1,10,3,2,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,83,2.833333333333333,2.4545454545454546,2.8,2.7450980392156863,1,10,3,2,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,83,,,,194.10029129394675,1,10,3,2,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,83,,,,306.0,1,10,3,2,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver2_nofilter_multilist(2.1_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,84,12.66485507246377,27.676,10.876388888888888,15.855694444444444,3,6,6,1,8,1,10,3,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_wait_turn,ver2_nofilter_multilist(2.1_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,84,2.130434782608696,1.6,1.7777777777777777,1.9285714285714288,3,6,6,1,8,1,10,3,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(2.1_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,84,1.391304347826087,1.3,1.5555555555555556,1.4047619047619049,3,6,6,1,8,1,10,3,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
var_mean_house_area,ver2_nofilter_multilist(2.1_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,84,,,,196.00827149195325,3,6,6,1,8,1,10,3,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
Rop,ver2_nofilter_multilist(2.1_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,84,,,,161.0,3,6,6,1,8,1,10,3,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_house_area,ver2_nofilter_multilist(2.1_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,85,14.368840579710144,28.423,9.038611111111113,16.572876984126985,3,6,6,1,8,1,10,3,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_wait_turn,ver2_nofilter_multilist(2.1_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,85,1.826086956521739,1.6,2.111111111111111,1.8333333333333333,3,6,6,1,8,1,10,3,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(2.1_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,85,1.1304347826086956,1.0,1.8888888888888888,1.261904761904762,3,6,6,1,8,1,10,3,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
var_mean_house_area,ver2_nofilter_multilist(2.1_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,85,,,,209.2548180622481,3,6,6,1,8,1,10,3,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
Rop,ver2_nofilter_multilist(2.1_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,85,,,,226.0,3,6,6,1,8,1,10,3,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,86,6.128444444444444,10.615454545454549,6.77375,7.222761437908495,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_rentmoney,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,86,4.766666666666667,5.454545454545454,4.0,4.764705882352941,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_rentmoney,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,86,2.566666666666667,4.636363636363637,1.1,2.7254901960784315,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_rentmoney,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,86,,,,144.6636710373147,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_rentmoney,,
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,86,,,,192.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_rentmoney,,
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,87,5.818333333333333,10.615454545454549,6.739749999999999,7.033676470588236,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_rentmoney,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,87,4.833333333333333,5.454545454545454,3.8,4.764705882352941,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_rentmoney,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,87,2.533333333333333,4.636363636363637,1.2,2.7254901960784315,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_rentmoney,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,87,,,,138.1796700483788,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_rentmoney,,
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,87,,,,178.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,portion_rentmoney,,
mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,88,14.57855072463768,33.164,6.565,17.286468253968252,3,6,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,2,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,88,1.565217391304348,1.9,2.2222222222222223,1.7857142857142858,3,6,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,2,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,88,1.5217391304347827,1.0,1.7777777777777777,1.4523809523809523,3,6,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,2,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,88,,,,223.58089142888636,3,6,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,2,house_type,,
Rop,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,88,,,,237.0,3,6,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,2,house_type,,
mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,89,10.939277777777775,22.65363636363636,8.37575,12.963251633986928,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,2,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,89,2.333333333333333,3.0,2.2,2.450980392156863,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,2,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,89,1.7666666666666666,1.2727272727272727,1.9,1.6862745098039216,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,2,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,89,,,,195.4441830679439,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,2,house_type,,
Rop,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,89,,,,270.0,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver2,priority,house_type,2,house_type,,
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,90,10.840833333333334,15.252727272727272,9.53425,11.536225490196076,1,10,6,1,4,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,90,5.233333333333333,6.090909090909091,5.4,5.450980392156863,1,10,6,1,4,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,90,3.4,3.727272727272727,4.3,3.647058823529412,1,10,6,1,4,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,90,,,,164.0289060281302,1,10,6,1,4,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,90,,,,237.0,1,10,6,1,4,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,91,10.424222222222223,19.30636363636364,7.0635,11.681013071895425,1,10,6,1,4,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,91,5.2,5.090909090909091,5.6,5.254901960784314,1,10,6,1,4,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,91,4.033333333333333,4.545454545454546,5.0,4.333333333333333,1,10,6,1,4,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,91,,,,186.33146623948053,1,10,6,1,4,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,91,,,,286.0,1,10,6,1,4,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,optimized_task_config_6,92,8.869777777777779,41.36000000000001,4.279999999999999,14.97751633986928,3,10,3,1,2,1,10,3,kwaitlist,1.5,ver1,base,multi_list,3,house_type,,False
mean_wait_turn,optimized_task_config_6,92,6.566666666666666,1.2727272727272727,7.2,5.549019607843137,3,10,3,1,2,1,10,3,kwaitlist,1.5,ver1,base,multi_list,3,house_type,,False
mean_idle_wait_turn,optimized_task_config_6,92,5.4,1.181818181818182,5.3,4.470588235294118,3,10,3,1,2,1,10,3,kwaitlist,1.5,ver1,base,multi_list,3,house_type,,False
var_mean_house_area,optimized_task_config_6,92,,,,278.42656932162845,3,10,3,1,2,1,10,3,kwaitlist,1.5,ver1,base,multi_list,3,house_type,,False
Rop,optimized_task_config_6,92,,,,421.0,3,10,3,1,2,1,10,3,kwaitlist,1.5,ver1,base,multi_list,3,house_type,,False
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,93,7.837666666666667,27.38,7.69375,12.024460784313725,1,10,6,1,2,5,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,93,4.833333333333333,3.636363636363636,3.7,4.352941176470588,1,10,6,1,2,5,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,93,2.9,2.363636363636364,2.7,2.7450980392156863,1,10,6,1,2,5,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,93,,,,223.07049950499808,1,10,6,1,2,5,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,93,,,,310.0,1,10,6,1,2,5,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,94,10.288333333333332,25.303636363636368,3.92225,12.278676470588234,1,10,6,1,2,5,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,94,4.466666666666667,3.363636363636364,5.1,4.352941176470588,1,10,6,1,2,5,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,94,3.2,2.636363636363636,2.9,3.019607843137255,1,10,6,1,2,5,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,94,,,,217.155293904588,1,10,6,1,2,5,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,94,,,,383.0,1,10,6,1,2,5,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,optimized_task_config_15,95,10.227166666666667,19.213636363636365,7.876749999999999,11.70455882352941,1,10,6,1,2,1,10,2,kwaitlist,1.2,ver1,base,portionfamily_members_num,2,portion_rentmoney,[1.0],False
mean_wait_turn,optimized_task_config_15,95,6.666666666666667,6.454545454545454,6.1,6.509803921568627,1,10,6,1,2,1,10,2,kwaitlist,1.2,ver1,base,portionfamily_members_num,2,portion_rentmoney,[1.0],False
mean_idle_wait_turn,optimized_task_config_15,95,5.366666666666666,5.0,5.2,5.254901960784314,1,10,6,1,2,1,10,2,kwaitlist,1.2,ver1,base,portionfamily_members_num,2,portion_rentmoney,[1.0],False
var_mean_house_area,optimized_task_config_15,95,,,,186.31724518935027,1,10,6,1,2,1,10,2,kwaitlist,1.2,ver1,base,portionfamily_members_num,2,portion_rentmoney,[1.0],False
Rop,optimized_task_config_15,95,,,,281.0,1,10,6,1,2,1,10,2,kwaitlist,1.2,ver1,base,portionfamily_members_num,2,portion_rentmoney,[1.0],False
mean_house_area,optimized_task_config_27,96,5.867055555555555,3.5090909090909093,7.4275,5.664444444444444,3,9,6,1,8,1,10,2,kwaitlist,2.4,ver2,priority,house_type,2,portion_housesize,,False
mean_wait_turn,optimized_task_config_27,96,3.8666666666666663,5.181818181818182,3.9,4.15686274509804,3,9,6,1,8,1,10,2,kwaitlist,2.4,ver2,priority,house_type,2,portion_housesize,,False
mean_idle_wait_turn,optimized_task_config_27,96,1.2,1.0,1.3,1.1764705882352942,3,9,6,1,8,1,10,2,kwaitlist,2.4,ver2,priority,house_type,2,portion_housesize,,False
var_mean_house_area,optimized_task_config_27,96,,,,88.01691031227304,3,9,6,1,8,1,10,2,kwaitlist,2.4,ver2,priority,house_type,2,portion_housesize,,False
Rop,optimized_task_config_27,96,,,,125.0,3,9,6,1,8,1,10,2,kwaitlist,2.4,ver2,priority,house_type,2,portion_housesize,,False
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,97,12.586666666666668,15.251818181818182,6.591500000000001,11.985980392156865,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,97,3.0,5.454545454545454,3.6,3.647058823529412,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,97,2.2333333333333334,3.0,2.9,2.5294117647058822,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,97,,,,169.3285722142125,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,97,,,,278.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
